CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgBasketSize,AvgOrderValue,MonetaryPerItem,RecencyBucket,FrequencyBucket
12403.0,50,2,409.7,95,47.5,204.85,4.312631578947368,Mid,Low
12405.0,149,1,1710.39,857,857.0,1710.39,1.9957876312718787,Mid,Low
12406.0,22,3,3280.75,1809,603.0,1093.5833333333333,1.8135710337202875,Recent,Medium
12407.0,50,5,1708.12,1416,283.2,341.62399999999997,1.2062994350282485,Mid,Medium
12408.0,33,9,2842.57,1399,155.44444444444446,315.8411111111111,2.0318584703359543,Mid,Medium
12409.0,79,7,11056.93,5543,791.8571428571429,1579.5614285714287,1.9947555475374346,Mid,Medium
12410.0,301,3,681.08,209,69.66666666666667,227.02666666666667,3.258755980861244,Old,Medium
12412.0,75,3,1226.88,829,276.3333333333333,408.96000000000004,1.4799517490952956,Mid,Medium
12413.0,67,5,694.15,282,56.4,138.82999999999998,2.4615248226950355,Mid,Medium
12414.0,217,3,562.4100000000001,300,100.0,187.47000000000003,1.8747000000000003,Old,Medium
12415.0,24,26,123725.45,76946,2959.4615384615386,4758.671153846154,1.607951680399241,Recent,High
12417.0,3,12,3578.8,1539,128.25,298.23333333333335,2.3254061078622486,Recent,High
12418.0,113,1,668.58,407,407.0,668.58,1.6427027027027028,Mid,Low
12420.0,64,1,600.39,345,345.0,600.39,1.7402608695652173,Mid,Low
12421.0,16,5,806.27,483,96.6,161.254,1.669296066252588,Recent,Medium
12422.0,96,3,803.5600000000001,370,123.33333333333333,267.85333333333335,2.171783783783784,Mid,Medium
12423.0,1,9,1849.1100000000001,1327,147.44444444444446,205.45666666666668,1.39345139412208,Recent,Medium
12424.0,163,2,1760.96,740,370.0,880.48,2.3796756756756756,Mid,Low
12425.0,78,1,777.2,496,496.0,777.2,1.566935483870968,Mid,Low
12426.0,195,1,582.73,258,258.0,582.73,2.2586434108527134,Old,Low
12427.0,12,5,708.37,236,47.2,141.674,3.0015677966101695,Recent,Medium
12428.0,26,12,7877.2,3503,291.9166666666667,656.4333333333333,2.24870111333143,Recent,High
12429.0,9,4,3750.4,1557,389.25,937.6,2.4087347463070006,Recent,Medium
12430.0,43,1,256.4,117,117.0,256.4,2.191452991452991,Mid,Low
12431.0,36,18,6416.39,2856,158.66666666666666,356.4661111111111,2.2466351540616247,Mid,High
12432.0,43,5,5059.32,1801,360.2,1011.8639999999999,2.80917268184342,Mid,Medium
12433.0,1,7,13375.87,11071,1581.5714285714287,1910.8385714285716,1.2081898654141452,Recent,Medium
12434.0,85,4,765.19,373,93.25,191.2975,2.051447721179625,Mid,Medium
12435.0,80,2,7829.89,2055,1027.5,3914.945,3.8101654501216546,Mid,Low
12436.0,100,1,509.01,211,211.0,509.01,2.4123696682464453,Mid,Low
12437.0,2,19,4896.66,2917,153.52631578947367,257.718947368421,1.6786630099417208,Recent,High
12438.0,14,2,2906.85,1180,590.0,1453.425,2.4634322033898304,Recent,Low
12441.0,367,1,173.55,121,121.0,173.55,1.434297520661157,Old,Low
12442.0,3,1,172.06,182,182.0,172.06,0.9453846153846154,Recent,Low
12444.0,21,5,5005.46,1153,230.6,1001.092,4.341248915871639,Recent,Medium
12445.0,22,1,133.4,62,62.0,133.4,2.1516129032258067,Recent,Low
12446.0,58,1,1002.3100000000001,351,351.0,1002.3100000000001,2.8555840455840458,Mid,Low
12447.0,243,1,476.49,190,190.0,476.49,2.507842105263158,Old,Low
12448.0,44,1,449.45,243,243.0,449.45,1.8495884773662552,Mid,Low
12449.0,22,4,4067.29,1553,388.25,1016.8225,2.6189890534449454,Recent,Medium
12450.0,156,2,197.88,128,64.0,98.94,1.5459375,Mid,Low
12451.0,11,6,8933.52,6455,1075.8333333333333,1488.92,1.3839690162664602,Recent,Medium
12452.0,17,3,428.57000000000005,183,61.0,142.85666666666668,2.3419125683060114,Recent,Medium
12453.0,134,1,707.09,473,473.0,707.09,1.4949048625792813,Mid,Low
12455.0,73,6,2466.86,2089,348.1666666666667,411.1433333333334,1.180880804212542,Mid,Medium
12456.0,44,4,3153.89,1616,404.0,788.4725,1.951664603960396,Mid,Medium
12457.0,58,12,1917.78,694,57.833333333333336,159.815,2.763371757925072,Mid,High
12458.0,71,2,947.4,506,253.0,473.7,1.8723320158102765,Mid,Low
12461.0,94,2,826.88,287,143.5,413.44,2.881114982578397,Mid,Low
12462.0,2,4,1124.01,514,128.5,281.0025,2.1867898832684824,Recent,Medium
12463.0,46,7,1303.63,757,108.14285714285714,186.23285714285717,1.722100396301189,Mid,Medium
12464.0,10,8,1212.05,112,14.0,151.50625,10.821875,Recent,Medium
12465.0,8,3,733.89,475,158.33333333333334,244.63,1.5450315789473683,Recent,Medium
12468.0,143,3,724.04,364,121.33333333333333,241.34666666666666,1.989120879120879,Mid,Medium
12471.0,2,49,18740.92,7965,162.55102040816325,382.46775510204077,2.3529089767733833,Recent,High
12472.0,31,13,6229.4800000000005,4020,309.2307692307692,479.19076923076926,1.5496218905472638,Mid,High
12473.0,29,9,2848.23,2363,262.55555555555554,316.47,1.2053449005501482,Recent,Medium
12474.0,17,30,7116.47,4764,158.8,237.21566666666666,1.4938014273719564,Recent,High
12475.0,54,1,723.38,535,535.0,723.38,1.3521121495327102,Mid,Low
12476.0,1,20,6546.58,2337,116.85,327.329,2.80127513906718,Recent,High
12477.0,23,9,13117.01,3620,402.22222222222223,1457.4455555555555,3.623483425414365,Recent,Medium
12478.0,4,1,680.99,236,236.0,680.99,2.885550847457627,Recent,Low
12479.0,4,3,477.3,351,117.0,159.1,1.3598290598290599,Recent,Medium
12480.0,28,4,3281.63,1707,426.75,820.4075,1.9224545987111892,Recent,Medium
12481.0,23,11,5590.86,3290,299.09090909090907,508.26,1.6993495440729482,Recent,High
12483.0,17,13,2327.13,1097,84.38461538461539,179.01000000000002,2.121358249772106,Recent,High
12484.0,33,8,4495.27,2185,273.125,561.90875,2.0573318077803204,Mid,Medium
12488.0,10,3,1298.66,529,176.33333333333334,432.8866666666667,2.454933837429112,Recent,Medium
12489.0,336,1,334.93,105,105.0,334.93,3.189809523809524,Old,Low
12490.0,5,10,5417.93,3064,306.4,541.793,1.7682539164490862,Recent,Medium
12491.0,39,1,460.40000000000003,260,260.0,460.40000000000003,1.7707692307692309,Mid,Low
12492.0,63,2,263.21000000000004,192,96.0,131.60500000000002,1.3708854166666669,Mid,Low
12493.0,166,3,416.79,206,68.66666666666667,138.93,2.0232524271844663,Mid,Medium
12494.0,10,13,1139.3500000000001,690,53.07692307692308,87.6423076923077,1.6512318840579712,Recent,High
12497.0,82,1,1043.1,1236,1236.0,1043.1,0.8439320388349514,Mid,Low
12498.0,21,3,403.70000000000005,159,53.0,134.5666666666667,2.538993710691824,Recent,Medium
12500.0,23,13,4206.2699999999995,2671,205.46153846153845,323.55923076923074,1.5747922126544365,Recent,High
12501.0,315,2,2089.68,1722,861.0,1044.84,1.213519163763066,Old,Low
12502.0,96,5,3723.87,820,164.0,744.774,4.541304878048781,Mid,Medium
12504.0,18,4,114.0,51,12.75,28.5,2.235294117647059,Recent,Medium
12506.0,233,1,73.5,23,23.0,73.5,3.1956521739130435,Old,Low
12507.0,134,4,1258.06,883,220.75,314.515,1.4247565118912797,Mid,Medium
12508.0,26,2,398.27,272,136.0,199.135,1.4642279411764705,Recent,Low
12509.0,284,1,176.5,55,55.0,176.5,3.209090909090909,Old,Low
12510.0,143,2,982.5699999999999,353,176.5,491.28499999999997,2.783484419263456,Mid,Low
12512.0,66,2,138.03,99,49.5,69.015,1.3942424242424243,Mid,Low
12513.0,85,2,586.79,456,228.0,293.395,1.2868201754385964,Mid,Low
12514.0,267,1,1017.6800000000001,440,440.0,1017.6800000000001,2.3129090909090912,Old,Low
12515.0,353,1,383.7,131,131.0,383.7,2.929007633587786,Old,Low
12516.0,78,2,1312.06,875,437.5,656.03,1.4994971428571429,Mid,Low
12517.0,28,6,2464.89,1348,224.66666666666666,410.815,1.828553412462908,Recent,Medium
12518.0,1,5,2056.89,1318,263.6,411.378,1.5606145675265553,Recent,Medium
12519.0,64,1,340.84000000000003,183,183.0,340.84000000000003,1.862513661202186,Mid,Low
12520.0,79,6,2582.51,1430,238.33333333333334,430.41833333333335,1.805951048951049,Mid,Medium
12521.0,143,1,599.68,309,309.0,599.68,1.9407119741100323,Mid,Low
12522.0,39,2,192.72,194,97.0,96.36,0.9934020618556701,Mid,Low
12523.0,2,13,1745.57,861,66.23076923076923,134.27461538461537,2.0273751451800233,Recent,High
12524.0,9,8,4485.72,3699,462.375,560.715,1.2126845093268452,Recent,Medium
12526.0,1,3,1316.66,632,210.66666666666666,438.8866666666667,2.0833227848101266,Recent,Medium
12527.0,82,3,348.71000000000004,234,78.0,116.23666666666668,1.4902136752136754,Mid,Medium
12528.0,9,8,1922.28,750,93.75,240.285,2.56304,Recent,Medium
12530.0,60,5,1623.63,900,180.0,324.726,1.8040333333333334,Mid,Medium
12531.0,15,1,125.22,45,45.0,125.22,2.7826666666666666,Recent,Low
12532.0,30,1,349.83000000000004,153,153.0,349.83000000000004,2.2864705882352943,Recent,Low
12534.0,131,1,1089.18,651,651.0,1089.18,1.6730875576036868,Mid,Low
12535.0,92,2,716.35,219,109.5,358.175,3.271004566210046,Mid,Low
12536.0,8,5,4106.82,2652,530.4,821.3639999999999,1.548574660633484,Recent,Medium
12538.0,29,1,363.95,191,191.0,363.95,1.905497382198953,Recent,Low
12539.0,22,5,3852.5,2066,413.2,770.5,1.8647144240077445,Recent,Medium
12540.0,20,19,13309.04,6677,351.42105263157896,700.4757894736842,1.993266437022615,Recent,High
12541.0,30,3,981.18,680,226.66666666666666,327.06,1.4429117647058822,Recent,Medium
12544.0,30,2,355.7,132,66.0,177.85,2.69469696969697,Recent,Low
12545.0,75,2,1000.39,523,261.5,500.195,1.9127915869980878,Mid,Low
12546.0,47,3,1141.5,617,205.66666666666666,380.5,1.8500810372771475,Mid,Medium
12547.0,198,2,207.8,134,67.0,103.9,1.5507462686567166,Old,Low
12548.0,166,1,95.19999999999999,49,49.0,95.19999999999999,1.9428571428571426,Mid,Low
12550.0,79,1,964.83,569,569.0,964.83,1.695659050966608,Mid,Low
12551.0,358,1,168.0,100,100.0,168.0,1.68,Old,Low
12552.0,39,2,437.82,88,44.0,218.91,4.975227272727273,Mid,Low
12553.0,8,14,3652.25,1924,137.42857142857142,260.875,1.8982588357588357,Recent,High
12556.0,50,2,603.71,358,179.0,301.855,1.686340782122905,Mid,Low
12557.0,16,5,11990.960000000001,4384,876.8,2398.192,2.7351642335766426,Recent,Medium
12559.0,311,3,536.21,281,93.66666666666667,178.73666666666668,1.908220640569395,Old,Medium
12560.0,5,4,2101.39,1078,269.5,525.3475,1.9493413729128013,Recent,Medium
12561.0,303,1,238.85,177,177.0,238.85,1.3494350282485876,Old,Low
12562.0,8,7,3781.7400000000002,1779,254.14285714285714,540.2485714285715,2.1257672849915683,Recent,Medium
12564.0,261,1,456.90000000000003,133,133.0,456.90000000000003,3.435338345864662,Old,Low
12565.0,282,2,131.17000000000002,75,37.5,65.58500000000001,1.7489333333333335,Old,Low
12566.0,73,2,346.7,264,132.0,173.35,1.3132575757575757,Mid,Low
12567.0,23,11,9114.94,4089,371.72727272727275,828.6309090909091,2.229136708241624,Recent,High
12569.0,2,35,4064.9900000000002,1793,51.22857142857143,116.14257142857143,2.2671444506413834,Recent,High
12571.0,40,2,519.61,523,261.5,259.805,0.9935181644359465,Mid,Low
12572.0,9,3,1004.72,450,150.0,334.9066666666667,2.232711111111111,Recent,Medium
12573.0,227,1,160.54000000000002,84,84.0,160.54000000000002,1.9111904761904763,Old,Low
12574.0,316,1,218.45000000000002,61,61.0,218.45000000000002,3.581147540983607,Old,Low
12576.0,36,6,1306.98,964,160.66666666666666,217.83,1.3557883817427385,Mid,Medium
12577.0,35,4,595.4,466,116.5,148.85,1.2776824034334764,Mid,Medium
12578.0,21,4,2753.36,1171,292.75,688.34,2.351289496157131,Recent,Medium
12579.0,73,3,410.72,278,92.66666666666667,136.90666666666667,1.4774100719424461,Mid,Medium
12580.0,247,1,415.7,238,238.0,415.7,1.7466386554621849,Old,Low
12581.0,40,1,197.71,161,161.0,197.71,1.2280124223602484,Mid,Low
12582.0,239,2,511.36,300,150.0,255.68,1.7045333333333335,Old,Low
12583.0,3,18,7187.34,5009,278.27777777777777,399.2966666666667,1.4348852066280695,Recent,High
12584.0,4,18,1893.95,354,19.666666666666668,105.21944444444445,5.350141242937854,Recent,High
12585.0,234,4,1982.81,1258,314.5,495.7025,1.5761605723370429,Old,Medium
12586.0,17,2,179.94000000000003,77,38.5,89.97000000000001,2.3368831168831172,Recent,Low
12587.0,8,1,144.0,51,51.0,144.0,2.823529411764706,Recent,Low
12588.0,39,1,214.89999999999998,53,53.0,214.89999999999998,4.054716981132075,Mid,Low
12589.0,29,2,646.68,306,153.0,323.34,2.1133333333333333,Recent,Low
12590.0,190,3,9861.38,4279,1426.3333333333333,3287.1266666666666,2.304599205421827,Old,Medium
12591.0,317,1,452.84999999999997,228,228.0,452.84999999999997,1.9861842105263157,Old,Low
12592.0,92,2,437.6,290,145.0,218.8,1.5089655172413794,Mid,Low
12593.0,109,3,418.1,206,68.66666666666667,139.36666666666667,2.029611650485437,Mid,Medium
12594.0,38,11,3320.2200000000003,1776,161.45454545454547,301.83818181818185,1.8694932432432434,Mid,High
12596.0,51,2,618.27,474,237.0,309.135,1.3043670886075949,Mid,Low
12597.0,19,5,3683.13,2187,437.4,736.626,1.6841015089163238,Recent,Medium
12598.0,10,9,3002.68,1940,215.55555555555554,333.63111111111107,1.5477731958762886,Recent,Medium
12599.0,29,7,1032.58,956,136.57142857142858,147.51142857142855,1.0801046025104601,Recent,Medium
12600.0,29,11,2581.04,773,70.27272727272727,234.64,3.3389909443725743,Recent,High
12601.0,190,6,569.5600000000001,244,40.666666666666664,94.92666666666668,2.3342622950819676,Old,Medium
12602.0,59,1,153.12,162,162.0,153.12,0.9451851851851852,Mid,Low
12603.0,22,1,739.1999999999999,63,63.0,739.1999999999999,11.733333333333333,Recent,Low
12604.0,79,2,254.18,201,100.5,127.09,1.2645771144278608,Mid,Low
12609.0,78,3,1126.85,648,216.0,375.6166666666666,1.738966049382716,Mid,Medium
12610.0,23,7,2057.99,1028,146.85714285714286,293.9985714285714,2.0019357976653693,Recent,Medium
12611.0,52,1,1193.32,846,846.0,1193.32,1.4105437352245862,Mid,Low
12612.0,58,2,643.59,251,125.5,321.795,2.564103585657371,Mid,Low
12613.0,31,6,3218.98,1596,266.0,536.4966666666667,2.0169047619047618,Mid,Medium
12614.0,278,1,315.6,76,76.0,315.6,4.152631578947369,Old,Low
12615.0,2,4,2291.19,1376,344.0,572.7975,1.665109011627907,Recent,Medium
12616.0,85,5,657.25,273,54.6,131.45,2.4075091575091574,Mid,Medium
12617.0,29,1,355.53000000000003,213,213.0,355.53000000000003,1.669154929577465,Recent,Low
12618.0,22,1,177.31,96,96.0,177.31,1.8469791666666666,Recent,Low
12619.0,16,13,3214.81,3354,258.0,247.2930769230769,0.9585002981514609,Recent,High
12620.0,15,3,1339.41,1181,393.6666666666667,446.47,1.1341320914479256,Recent,Medium
12621.0,2,23,13612.07,7404,321.9130434782609,591.8291304347825,1.8384751485683415,Recent,High
12622.0,232,1,180.1,69,69.0,180.1,2.610144927536232,Old,Low
12623.0,276,1,305.1,191,191.0,305.1,1.5973821989528798,Old,Low
12624.0,106,2,641.13,355,177.5,320.565,1.806,Mid,Low
12625.0,212,3,2614.32,1577,525.6666666666666,871.44,1.6577805960684846,Old,Medium
12626.0,23,13,6388.35,3350,257.6923076923077,491.4115384615385,1.9069701492537314,Recent,High
12627.0,11,7,4478.53,2752,393.14285714285717,639.79,1.6273728197674417,Recent,Medium
12628.0,4,4,769.61,445,111.25,192.4025,1.7294606741573033,Recent,Medium
12630.0,10,2,1270.88,548,274.0,635.44,2.319124087591241,Recent,Low
12631.0,57,1,640.5,236,236.0,640.5,2.7139830508474576,Mid,Low
12633.0,59,5,2140.63,1149,229.8,428.12600000000003,1.8630374238468235,Mid,Medium
12635.0,90,2,1689.18,1172,586.0,844.59,1.4412798634812287,Mid,Low
12637.0,67,10,5953.25,2990,299.0,595.325,1.9910535117056856,Mid,Medium
12638.0,33,1,671.69,577,577.0,671.69,1.1641074523396882,Mid,Low
12639.0,239,1,486.1,201,201.0,486.1,2.418407960199005,Old,Low
12640.0,24,3,1174.58,311,103.66666666666667,391.52666666666664,3.7767845659163983,Recent,Medium
12641.0,115,1,185.9,72,72.0,185.9,2.5819444444444444,Mid,Low
12642.0,25,3,1013.26,552,184.0,337.75333333333333,1.8356159420289855,Recent,Medium
12643.0,128,6,3344.64,1808,301.3333333333333,557.4399999999999,1.8499115044247787,Mid,Medium
12644.0,130,1,477.90999999999997,325,325.0,477.90999999999997,1.4704923076923075,Mid,Low
12645.0,34,5,1755.38,1072,214.4,351.076,1.6374813432835822,Mid,Medium
12646.0,5,2,1346.97,897,448.5,673.485,1.5016387959866222,Recent,Low
12647.0,22,13,3669.92,1419,109.15384615384616,282.3015384615385,2.5862720225510922,Recent,High
12648.0,155,1,318.05,160,160.0,318.05,1.9878125,Mid,Low
12649.0,107,4,603.71,574,143.5,150.9275,1.051759581881533,Mid,Medium
12650.0,3,1,314.44,254,254.0,314.44,1.237952755905512,Recent,Low
12651.0,335,1,114.0,78,78.0,114.0,1.4615384615384615,Old,Low
12652.0,322,2,914.5300000000001,502,251.0,457.26500000000004,1.821772908366534,Old,Low
12653.0,149,2,2209.85,919,459.5,1104.925,2.404624591947769,Mid,Low
12654.0,11,5,601.98,264,52.8,120.396,2.2802272727272728,Recent,Medium
12656.0,17,8,3982.72,1708,213.5,497.84,2.3318032786885245,Recent,Medium
12657.0,11,5,1152.06,654,130.8,230.41199999999998,1.761559633027523,Recent,Medium
12658.0,19,1,686.05,320,320.0,686.05,2.1439062499999997,Recent,Low
12659.0,30,1,91.68,105,105.0,91.68,0.8731428571428572,Recent,Low
12660.0,11,1,245.10000000000002,127,127.0,245.10000000000002,1.92992125984252,Recent,Low
12662.0,1,12,3817.08,2040,170.0,318.09,1.8711176470588236,Recent,High
12664.0,8,10,4863.88,1202,120.2,486.38800000000003,4.04648918469218,Recent,Medium
12665.0,325,2,61.75,36,18.0,30.875,1.7152777777777777,Old,Low
12667.0,58,1,620.13,395,395.0,620.13,1.5699493670886076,Mid,Low
12668.0,7,6,3743.1800000000003,1595,265.8333333333333,623.8633333333333,2.3468213166144203,Recent,Medium
12669.0,151,4,1607.73,1114,278.5,401.9325,1.4432046678635548,Mid,Medium
12670.0,10,6,2986.15,1391,231.83333333333334,497.69166666666666,2.146764917325665,Recent,Medium
12672.0,330,1,225.9,78,78.0,225.9,2.896153846153846,Old,Low
12673.0,5,2,610.52,351,175.5,305.26,1.7393732193732194,Recent,Low
12674.0,12,7,1919.31,1102,157.42857142857142,274.1871428571429,1.741660617059891,Recent,Medium
12676.0,25,6,1331.39,670,111.66666666666667,221.89833333333334,1.9871492537313433,Recent,Medium
12678.0,42,13,17588.26,10899,838.3846153846154,1352.943076923077,1.6137498853105787,Mid,High
12679.0,52,9,1058.67,530,58.888888888888886,117.63000000000001,1.997490566037736,Mid,Medium
12680.0,1,4,862.81,443,110.75,215.7025,1.94765237020316,Recent,Medium
12681.0,15,27,13677.59,7518,278.44444444444446,506.5774074074074,1.8193123171056131,Recent,High
12682.0,4,31,12288.22,5575,179.83870967741936,396.3941935483871,2.2041650224215243,Recent,High
12683.0,4,20,8221.09,4903,245.15,411.0545,1.6767468896593922,Recent,High
12684.0,8,7,2283.63,1985,283.57142857142856,326.23285714285714,1.1504433249370278,Recent,Medium
12685.0,28,6,2863.08,1523,253.83333333333334,477.18,1.8798949441891004,Recent,Medium
12686.0,372,1,89.14,107,107.0,89.14,0.8330841121495327,Old,Low
12688.0,114,1,4873.81,3028,3028.0,4873.81,1.6095805812417439,Mid,Low
12689.0,26,2,1247.6100000000001,628,314.0,623.8050000000001,1.9866401273885352,Recent,Low
12690.0,206,1,389.01,106,106.0,389.01,3.6699056603773585,Old,Low
12691.0,28,6,1035.8,394,65.66666666666667,172.63333333333333,2.628934010152284,Recent,Medium
12693.0,121,6,830.96,250,41.666666666666664,138.49333333333334,3.32384,Mid,Medium
12694.0,70,2,869.67,509,254.5,434.835,1.7085854616895872,Mid,Low
12695.0,7,4,582.1,220,55.0,145.525,2.645909090909091,Recent,Medium
12697.0,21,5,939.02,499,99.8,187.804,1.8818036072144289,Recent,Medium
12700.0,8,6,4867.99,2963,493.8333333333333,811.3316666666666,1.6429260884238945,Recent,Medium
12701.0,80,2,797.71,678,339.0,398.855,1.1765634218289087,Mid,Low
12702.0,20,1,219.0,53,53.0,219.0,4.132075471698113,Recent,Low
12703.0,64,2,274.7,161,80.5,137.35,1.7062111801242235,Mid,Low
12704.0,7,10,2220.84,1003,100.3,222.084,2.21419740777667,Recent,Medium
12705.0,15,14,6814.24,3973,283.7857142857143,486.7314285714286,1.7151371759375786,Recent,High
12707.0,292,1,603.42,256,256.0,603.42,2.357109375,Old,Low
12708.0,30,16,2616.32,1270,79.375,163.52,2.0600944881889767,Recent,High
12709.0,3,26,9294.1,3832,147.3846153846154,357.4653846153846,2.425391440501044,Recent,High
12710.0,97,4,1130.57,849,212.25,282.6425,1.3316489988221436,Mid,Medium
12712.0,23,17,4241.63,1044,61.411764705882355,249.50764705882352,4.06286398467433,Recent,High
12713.0,1,1,848.55,508,508.0,848.55,1.6703740157480313,Recent,Low
12714.0,9,5,4708.86,3069,613.8,941.7719999999999,1.5343304007820135,Recent,Medium
12715.0,106,1,353.86,197,197.0,353.86,1.796243654822335,Mid,Low
12716.0,4,2,1053.49,708,354.0,526.745,1.4879802259887005,Recent,Low
12717.0,151,3,980.98,505,168.33333333333334,326.99333333333334,1.9425346534653465,Mid,Medium
12718.0,71,1,238.25,203,203.0,238.25,1.1736453201970443,Mid,Low
12719.0,5,3,608.1,361,120.33333333333333,202.70000000000002,1.6844875346260388,Recent,Medium
12720.0,3,29,5713.28,4654,160.48275862068965,197.00965517241377,1.2276063601203266,Recent,High
12721.0,32,7,2628.98,1954,279.14285714285717,375.56857142857143,1.3454350051177073,Mid,Medium
12722.0,85,6,904.33,560,93.33333333333333,150.72166666666666,1.614875,Mid,Medium
12723.0,4,5,725.07,434,86.8,145.014,1.670668202764977,Recent,Medium
12724.0,5,4,1031.41,445,111.25,257.8525,2.3177752808988767,Recent,Medium
12725.0,371,1,427.8,164,164.0,427.8,2.6085365853658535,Old,Low
12726.0,28,7,2609.1,3143,449.0,372.7285714285714,0.830130448615972,Recent,Medium
12727.0,11,9,3947.7000000000003,2085,231.66666666666666,438.6333333333334,1.893381294964029,Recent,Medium
12728.0,71,4,836.33,419,104.75,209.0825,1.9960143198090694,Mid,Medium
12729.0,114,1,453.01,233,233.0,453.01,1.9442489270386265,Mid,Low
12731.0,24,14,18793.41,8366,597.5714285714286,1342.3864285714285,2.2464032990676546,Recent,High
12732.0,180,1,236.26000000000002,111,111.0,236.26000000000002,2.1284684684684687,Mid,Low
12733.0,234,1,383.95,137,137.0,383.95,2.802554744525547,Old,Low
12734.0,353,1,110.39999999999999,88,88.0,110.39999999999999,1.2545454545454544,Old,Low
12735.0,315,2,779.5699999999999,368,184.0,389.78499999999997,2.118396739130435,Old,Low
12736.0,333,1,234.0,173,173.0,234.0,1.3526011560693643,Old,Low
12738.0,372,1,155.35,148,148.0,155.35,1.049662162162162,Old,Low
12739.0,78,2,1013.04,486,243.0,506.52,2.0844444444444443,Mid,Low
12740.0,64,1,427.6,342,342.0,427.6,1.2502923976608187,Mid,Low
12743.0,134,2,546.43,319,159.5,273.215,1.7129467084639496,Mid,Low
12744.0,52,10,9120.39,5234,523.4,912.039,1.742527703477264,Mid,Medium
